ResponseId	Q120	MainBranch	Age	Employment	RemoteWork	CodingActivities	EdLevel	LearnCode	LearnCodeOnline	LearnCodeCoursesCert	YearsCode	YearsCodePro	DevType	OrgSize	PurchaseInfluence	TechList	BuyNewTool	Country	Currency	CompTotal	LanguageHaveWorkedWith	LanguageWantToWorkWith	DatabaseHaveWorkedWith	DatabaseWantToWorkWith	PlatformHaveWorkedWith	PlatformWantToWorkWith	WebframeHaveWorkedWith	WebframeWantToWorkWith	MiscTechHaveWorkedWith	MiscTechWantToWorkWith	ToolsTechHaveWorkedWith	ToolsTechWantToWorkWith	NEWCollabToolsHaveWorkedWith	NEWCollabToolsWantToWorkWith	OpSysPersonal use	OpSysProfessional use	OfficeStackAsyncHaveWorkedWith	OfficeStackAsyncWantToWorkWith	OfficeStackSyncHaveWorkedWith	OfficeStackSyncWantToWorkWith	AISearchHaveWorkedWith	AISearchWantToWorkWith	AIDevHaveWorkedWith	AIDevWantToWorkWith	NEWSOSites	SOVisitFreq	SOAccount	SOPartFreq	SOComm	SOAI	AISelect	AISent	AIAcc	AIBen	AIToolInterested in Using	AIToolCurrently Using	AIToolNot interested in Using	AINextVery different	AINextNeither different nor similar	AINextSomewhat similar	AINextVery similar	AINextSomewhat different	TBranch	ICorPM	WorkExp	Knowledge_1	Knowledge_2	Knowledge_3	Knowledge_4	Knowledge_5	Knowledge_6	Knowledge_7	Knowledge_8	Frequency_1	Frequency_2	Frequency_3	TimeSearching	TimeAnswering	ProfessionalTech	Industry	SurveyLength	SurveyEase	ConvertedCompYearly
56564	I agree	I am a developer by profession	18-24 years old	Independent contractor, freelancer, or self-employed;Student, part-time	Remote	Professional development or self-paced learning from online courses;Freelance/contract work	Associate degree (A.A., A.S., etc.)	Other online resources (e.g., videos, blogs, forum)	How-to videos;Video-based Online Courses		2		Developer, full-stack					Bangladesh			JavaScript	Python;Solidity	Microsoft Access;MongoDB	MySQL	Firebase;Netlify	Amazon Web Services (AWS);Google Cloud	Express;Node.js;React	AngularJS;Django;Next.js;Vue.js			npm;Vite	Google Test;npm	Android Studio;Notepad++;Visual Studio;Visual Studio Code	Visual Studio;Visual Studio Code	Android;Windows	ChromeOS;iOS;iPadOS;MacOS;Ubuntu			Discord;Google Chat;Skype;Telegram;Whatsapp	Discord;Whatsapp;Zoom	Bing AI;ChatGPT	Google Bard AI	GitHub Copilot	AWS CodeWhisperer;Replit Ghostwriter	Collectives on Stack Overflow	A few times per month or weekly	Yes	Less than once per month or monthly	Neutral		Yes	Indifferent	Increase productivity;Speed up learning	Somewhat trust	Deployment and monitoring	Learning about a codebase;Project planning;Writing code;Documenting code																									Appropriate in length	Neither easy nor difficult	
56705	I agree	I am a developer by profession	25-34 years old	Employed, full-time	In-person	Hobby;Professional development or self-paced learning from online courses;School or academic work	Master’s degree (M.A., M.S., M.Eng., MBA, etc.)	School (i.e., University, College, etc)			5	2	Academic researcher	20 to 99 employees	I have some influence	Other	Start a free trial;Visit developer communities like Stack Overflow;Research companies that have emailed me	Bangladesh	"BDT	Bangladeshi taka"		C#;MATLAB;PHP		MySQL	MySQL	Amazon Web Services (AWS)	Amazon Web Services (AWS)	ASP.NET	Django	NumPy;Opencv;Pandas;Scikit-Learn;TensorFlow;Torch/PyTorch	NumPy;Opencv;Pandas;Scikit-Learn;TensorFlow;Torch/PyTorch			Visual Studio Code	Visual Studio Code	Windows;Windows Subsystem for Linux (WSL)	Windows;Windows Subsystem for Linux (WSL)	Azure Devops	Azure Devops	Discord;Google Meet;Skype;Slack;Telegram;Zoom	Discord;Google Meet;Telegram;Zoom	ChatGPT	ChatGPT			Stack Exchange	Multiple times per day	Yes	A few times per month or weekly	Yes, definitely	Code assistance in real-time, Automated question and answer suggestion, Intelligent tagging and categorization	Yes	Very favorable	Increase productivity;Greater efficiency;Speed up learning;Improve accuracy in coding;Improve collaboration	Neither trust nor distrust		Learning about a codebase;Project planning;Debugging and getting help;Deployment and monitoring;Other (please describe)						Debugging and getting help	Yes	Individual contributor	3.0										1-2 times a week	1-2 times a week	30-60 minutes a day		Developer portal or other central places to find tools/services;AI-assisted technology tool(s)	Information Services, IT, Software Development, or other Technology	Too long	Difficult	
56792	I agree	I am learning to code	18-24 years old	Student, full-time			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Friend or family member;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Coding Bootcamp	Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;Recorded coding sessions;How-to videos;Video-based Online Courses;Written-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Written Tutorials;Click to write Choice 20;Stack Overflow;Interactive tutorial;Certification videos	Codecademy;edX;Udemy;Coursera;Udacity	4					Given a list	Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2 Crowd;Research companies that have emailed me	Bangladesh			Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Python;SQL	Dart;Rust	Oracle;PostgreSQL		Heroku	Firebase;Heroku	Express	Express	Keras;NumPy;OpenGL;Pandas;Scikit-Learn;Spring Framework;TensorFlow	CUDA;Electron;Flutter;JAX;Keras;Opencv;TensorFlow	CMake;GNU GCC;Gradle;Make;npm		Code::Blocks;Jupyter Notebook/JupyterLab;Netbeans;Notepad++;PyCharm;Vim;Visual Studio Code	Jupyter Notebook/JupyterLab;Netbeans;Vim;Visual Studio Code	Ubuntu	Ubuntu			Discord;Google Meet;Microsoft Teams;Slack;Telegram;Zoom	Discord;Google Meet;Microsoft Teams;Slack;Telegram;Zoom	ChatGPT	ChatGPT;Google Bard AI			Stack Overflow	Daily or almost daily	Yes	Less than once per month or monthly	Yes, definitely	good	No, but I plan to soon	Very favorable		Somewhat trust																											Too long	Easy	
57018	I agree	I am learning to code	18-24 years old	Not employed, but looking for work			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Online Courses or Certification;Other online resources (e.g., videos, blogs, forum)	Formal documentation provided by the owner of the tech;Video-based Online Courses;Written-based Online Courses;Interactive tutorial;Programming Games		Less than 1 year		Developer, front-end				Start a free trial;Ask developers I know/work with;Ask a generative AI tool	Bangladesh			C;HTML/CSS;JavaScript	HTML/CSS;JavaScript											Visual Studio Code	Visual Studio Code	Ubuntu;Windows	Ubuntu			Discord	Discord	ChatGPT	ChatGPT			Stack Overflow	A few times per week	Yes	I have never participated in Q&A on Stack Overflow	No, not at all	I think Stack Overflow using AI tools will only enhance the experience.	No, but I plan to soon	Very favorable		Somewhat trust																											Too long	Difficult	
57152	I agree	I am learning to code	18-24 years old	Student, full-time			Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)	Online Courses or Certification;Other online resources (e.g., videos, blogs, forum)	Blogs with tips and tricks;How-to videos;Video-based Online Courses;Written-based Online Courses;Written Tutorials	Other;edX	4					Investigate	Start a free trial;Ask developers I know/work with;Read ratings or reviews on third party sites like G2 Crowd	Bangladesh			HTML/CSS;JavaScript;PHP	JavaScript;Python;SQL;TypeScript			Firebase	Amazon Web Services (AWS);Firebase	jQuery;React;WordPress	Django;Express;Next.js;Node.js;React			npm;Pip	npm;Pip;Vite	Atom;Code::Blocks;Notepad++;Sublime Text;Visual Studio Code	Sublime Text;Visual Studio Code	Windows	Windows									Stack Overflow;Stack Exchange	Daily or almost daily	Yes	I have never participated in Q&A on Stack Overflow	Yes, somewhat	give solutions to problems	No, but I plan to soon	Favorable		Somewhat trust																											Too long	Easy	
57203	I agree	I am a developer by profession	25-34 years old	Employed, full-time;Independent contractor, freelancer, or self-employed	Remote	Hobby;Contribute to open-source projects;Bootstrapping a business;Professional development or self-paced learning from online courses;Freelance/contract work;School or academic work	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Friend or family member;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)	Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;Recorded coding sessions;How-to videos;Video-based Online Courses;Written-based Online Courses;Auditory material (e.g., podcasts);Online challenges (e.g., daily or weekly coding challenges);Written Tutorials;Click to write Choice 20;Stack Overflow;Interactive tutorial;Certification videos;Programming Games;Other (Please specify):	Other;Udemy;Coursera	12	2	Developer, back-end	10 to 19 employees	I have a great deal of influence	Other	Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2 Crowd;Ask a generative AI tool	Bangladesh	"BDT	Bangladeshi taka"		Assembly;Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;Solidity;SQL;TypeScript	Assembly;Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;Solidity;SQL;TypeScript	H2;MongoDB;MySQL;Neo4J;PostgreSQL;Redis;SQLite	H2;MongoDB;MySQL;Neo4J;PostgreSQL;Redis;SQLite	Amazon Web Services (AWS);Firebase;Google Cloud;Heroku;Vercel	Amazon Web Services (AWS);Firebase;Google Cloud	Angular;Django;Express;FastAPI;Flask;NestJS;Node.js;Qwik;React;Spring Boot	Angular;Deno;Django;Express;FastAPI;Flask;NestJS;Node.js;Qwik;React;Spring Boot	.NET (5+) ;.NET Framework (1.0 - 4.8);Apache Kafka;CUDA;Electron;Hadoop;Keras;NumPy;Opencv;OpenGL;Pandas;Qt;React Native;Scikit-Learn;Spring Framework;TensorFlow;Torch/PyTorch	.NET (5+) ;.NET Framework (1.0 - 4.8);Apache Kafka;CUDA;Electron;Hadoop;Keras;NumPy;Opencv;OpenGL;Pandas;Qt;RabbitMQ;React Native;Scikit-Learn;Spring Framework;TensorFlow;Torch/PyTorch	APT;Chocolatey;CMake;Docker;GNU GCC;Gradle;Kubernetes;LLVM's Clang;Make;Maven (build tool);Meson;MSBuild;MSVC;Ninja;npm;NuGet;Pip;QMake;Unity 3D;Vite;Webpack;Yarn	APT;Chocolatey;CMake;Docker;GNU GCC;Godot;Gradle;Kubernetes;LLVM's Clang;Make;Maven (build tool);Meson;MSBuild;MSVC;npm;NuGet;Pip;QMake;Unity 3D;Unreal Engine;Vite;Webpack;Yarn	Android Studio;Atom;CLion;Code::Blocks;IntelliJ IDEA;IPython;Jupyter Notebook/JupyterLab;Nano;Notepad++;PyCharm;Qt Creator;Sublime Text;Visual Studio;Visual Studio Code;WebStorm	Android Studio;CLion;Code::Blocks;IntelliJ IDEA;IPython;Jupyter Notebook/JupyterLab;Nano;Notepad++;PyCharm;Qt Creator;Rider;Sublime Text;Visual Studio;Visual Studio Code;WebStorm;Xcode	Android;Ubuntu;Windows;Windows Subsystem for Linux (WSL)	Android;Ubuntu;Windows;Windows Subsystem for Linux (WSL)	Confluence;Jira;Markdown File;Trello	Confluence;Jira;Markdown File;Trello	Discord;Google Chat;Google Meet;Skype;Slack;Telegram;Whatsapp;Zoom	Discord;Google Chat;Google Meet;Skype;Slack;Telegram;Whatsapp;Zoom	Bing AI;ChatGPT;WolframAlpha	Bing AI;ChatGPT;Google Bard AI;WolframAlpha	GitHub Copilot	GitHub Copilot	Stack Overflow;Stack Exchange;Collectives on Stack Overflow	Multiple times per day	Yes	Multiple times per day	Yes, somewhat	Should integrate AI. Dump a dataset of all questions, answers, comments, users.. and see what the community build, for you guys	Yes	Favorable	Other (please explain);Increase productivity;Speed up learning	Somewhat trust	Project planning;Testing code;Committing and reviewing code;Deployment and monitoring	Learning about a codebase;Writing code;Documenting code;Debugging and getting help		Learning about a codebase;Writing code;Documenting code;Debugging and getting help					Yes	Individual contributor	2.0	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	1-2 times a week	1-2 times a week	1-2 times a week	30-60 minutes a day	30-60 minutes a day	Microservices;Automated testing;Continuous integration (CI) and (more often) continuous delivery;AI-assisted technology tool(s)	Information Services, IT, Software Development, or other Technology	Appropriate in length	Neither easy nor difficult	
57273	I agree	I am a developer by profession	25-34 years old	Employed, full-time	Hybrid (some remote, some in-person)	Professional development or self-paced learning from online courses	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Online Courses or Certification		Coursera	2	Less than 1 year	Developer, full-stack	2 to 9 employees	I have a great deal of influence	Investigate	Start a free trial;Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit	Bangladesh	"BDT	Bangladeshi taka"	180000.0	HTML/CSS;JavaScript;TypeScript	JavaScript;SQL;TypeScript	Firebase Realtime Database;MongoDB	Firebase Realtime Database;MongoDB;MySQL;PostgreSQL;Redis	Amazon Web Services (AWS);Firebase;Netlify;Vercel	Amazon Web Services (AWS);Netlify;Vercel	Express;Next.js;Node.js;React	Deno;Django;Express;NestJS;Next.js;Node.js;React;Svelte			npm;Vite;Yarn	Bun;Docker;Kubernetes;npm;pnpm;Vite;Yarn	Visual Studio Code	Visual Studio Code	Windows	Ubuntu;Windows Subsystem for Linux (WSL)	GitHub Discussions;Jira;Notion	GitHub Discussions;Jira;Notion	Google Meet;Slack;Telegram	Google Meet;Slack;Telegram	Bing AI;ChatGPT	ChatGPT;Google Bard AI	AWS CodeWhisperer	AWS CodeWhisperer	Stack Overflow	A few times per week	Yes	I have never participated in Q&A on Stack Overflow	No, not really	if the old answer can be updated or most upvoted answer can be replace with new and right answer	Yes	Favorable	Increase productivity;Greater efficiency;Improve collaboration	Somewhat trust	Project planning;Committing and reviewing code;Collaborating with teammates 	Learning about a codebase;Writing code;Debugging and getting help;Deployment and monitoring	Documenting code;Testing code	Writing code;Debugging and getting help;Deployment and monitoring				Learning about a codebase	Yes	Individual contributor	1.0												30-60 minutes a day						1673.0
57347	I agree	I am a developer by profession	25-34 years old	Employed, full-time	In-person	Hobby;Professional development or self-paced learning from online courses	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)	Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;How-to videos;Video-based Online Courses;Written-based Online Courses;Written Tutorials;Stack Overflow	Udemy;Coursera	10	4	Developer, full-stack	100 to 499 employees	I have little or no influence		Start a free trial;Ask developers I know/work with;Ask a generative AI tool	Bangladesh	"BDT	Bangladeshi taka"	910000.0	Java;JavaScript;Perl;SQL	HTML/CSS;Java;JavaScript;SQL;TypeScript	H2;MongoDB;MySQL	Elasticsearch;MongoDB;MySQL			Express;Node.js;Spring Boot;Vue.js	Express;Node.js;React;Ruby on Rails;Spring Boot;Vue.js	Spring Framework	Apache Kafka;RabbitMQ;Spring Framework	Ant	Ansible;Docker;Kubernetes	DataGrip;Eclipse;IntelliJ IDEA;Sublime Text;Visual Studio Code;WebStorm	DataGrip;IntelliJ IDEA;Sublime Text;Visual Studio Code;WebStorm	Ubuntu;Windows	Ubuntu;Windows	Jira	Jira	Google Chat;Google Meet;Skype;Zoom	Google Meet;Skype;Slack;Zoom	ChatGPT	ChatGPT;Google Bard AI	GitHub Copilot	GitHub Copilot	Stack Overflow;Stack Exchange	A few times per week	Yes	Less than once per month or monthly	Yes, somewhat		Yes	Favorable	Increase productivity;Greater efficiency;Speed up learning;Improve accuracy in coding	Highly trust	Learning about a codebase;Project planning;Writing code	Learning about a codebase;Project planning;Writing code						Learning about a codebase;Project planning;Writing code	No																		Appropriate in length	Easy	8460.0
57403	I agree	I am not primarily a developer, but I write code sometimes as part of my work/studies	18-24 years old	Student, part-time			Some college/university study without earning a degree	Friend or family member;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum)	Blogs with tips and tricks;Recorded coding sessions;Online challenges (e.g., daily or weekly coding challenges);Written Tutorials;Stack Overflow;Certification videos;Programming Games	Udemy;Coursera;Skillsoft	3					Investigate	Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd;Ask a generative AI tool	Bangladesh			Dart;HTML/CSS;PHP;SQL	Dart	MySQL;SQLite	MySQL					Flutter	Flutter			Android Studio;Notepad++;Sublime Text;Visual Studio Code	Visual Studio Code	Windows	MacOS;Other Linux-based			Google Meet;Skype;Telegram;Whatsapp;Zoom	Discord;Google Meet;Symphony;Telegram	ChatGPT	ChatGPT			Stack Overflow;Stack Exchange	Daily or almost daily	Yes	Less than once per month or monthly	Yes, definitely	Everything is powered by AI now, so stackoverflow can't be left behind	Yes	Favorable	Increase productivity;Speed up learning;Improve accuracy in coding;Improve collaboration	Highly trust	Project planning;Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring	Writing code;Documenting code;Deployment and monitoring			Deployment and monitoring	Writing code		Writing code;Documenting code																			Appropriate in length	Neither easy nor difficult	
57516	I agree	I am learning to code	35-44 years old	Employed, full-time	Hybrid (some remote, some in-person)	Hobby;Professional development or self-paced learning from online courses	Master’s degree (M.A., M.S., M.Eng., MBA, etc.)	Books / Physical media;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);Coding Bootcamp	Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;Recorded coding sessions;How-to videos;Video-based Online Courses;Written-based Online Courses;Written Tutorials;Click to write Choice 20;Stack Overflow;Interactive tutorial;Certification videos	Codecademy;Udemy;Pluralsight	2		Data or business analyst				Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd;Ask a generative AI tool	Bangladesh			Crystal;PowerShell;Python;SQL;VBA	Crystal;PowerShell;Python;SQL;VBA	Microsoft SQL Server;Oracle	Microsoft SQL Server;MySQL;Oracle;PostgreSQL					NumPy;Pandas	Apache Kafka;Apache Spark;Keras;NumPy;Opencv;Pandas;TensorFlow	Docker	Composer;Docker;Kubernetes	IPython;Jupyter Notebook/JupyterLab;PyCharm;Visual Studio Code	IPython;Jupyter Notebook/JupyterLab;PyCharm;Visual Studio Code	Windows	Windows			Google Meet;Microsoft Teams;Skype;Telegram;Whatsapp;Zoom	Google Meet;Microsoft Teams;Skype;Slack;Telegram;Whatsapp;Zoom	ChatGPT	ChatGPT			Stack Overflow	Multiple times per day	Not sure/can't remember		Not sure		No, but I plan to soon	Very favorable		Somewhat trust									Yes	People manager	11.0	Neither agree nor disagree	Disagree	Disagree	Agree	Strongly agree	Agree	Neither agree nor disagree	Strongly agree	Never	Never	6-10 times a week	Over 120 minutes a day	Over 120 minutes a day	None of these	Retail and Consumer Services	Appropriate in length	Easy	
